category,n_customers,n_repurchase_customers,repurchase_rate,repurchase_rate_pct
6127,561,52.0,0.09269162210338681,9.27
3088,560,41.0,0.07321428571428572,7.32
4932,560,50.0,0.08928571428571429,8.93
1954,559,28.0,0.05008944543828265,5.01
1118,559,65.0,0.11627906976744186,11.63
5787,558,45.0,0.08064516129032258,8.06
732,557,36.0,0.06463195691202872,6.46
5566,557,35.0,0.06283662477558348,6.28
3909,554,71.0,0.12815884476534295,12.82
1969,554,41.0,0.0740072202166065,7.4
6599,553,26.0,0.04701627486437613,4.7
5924,553,55.0,0.09945750452079566,9.95
1104,551,35.0,0.06352087114337568,6.35
6571,549,28.0,0.051001821493624776,5.1
3961,548,32.0,0.058394160583941604,5.84
265,547,34.0,0.062157221206581355,6.22
233,547,42.0,0.07678244972577697,7.68
4808,546,37.0,0.06776556776556776,6.78
5039,545,44.0,0.08073394495412844,8.07
2268,545,41.0,0.07522935779816514,7.52
3255,544,24.0,0.04411764705882353,4.41
4466,544,38.0,0.06985294117647059,6.99
1800,539,44.0,0.08163265306122448,8.16
689,537,48.0,0.0893854748603352,8.94
3596,535,35.0,0.06542056074766354,6.54
973,535,47.0,0.08785046728971962,8.79
1635,531,36.0,0.06779661016949153,6.78
5278,530,21.0,0.03962264150943396,3.96
975,527,36.0,0.0683111954459203,6.83
373,527,30.0,0.056925996204933584,5.69
4824,526,19.0,0.03612167300380228,3.61
3734,525,82.0,0.15619047619047619,15.62
1003,525,56.0,0.10666666666666667,10.67
3647,519,23.0,0.04431599229287091,4.43
2542,517,59.0,0.11411992263056092,11.41
3221,517,23.0,0.04448742746615087,4.45
6384,517,57.0,0.1102514506769826,11.03
1245,516,43.0,0.08333333333333333,8.33
812,515,54.0,0.10485436893203884,10.49
3003,512,35.0,0.068359375,6.84
5411,509,26.0,0.05108055009823183,5.11
77,507,30.0,0.05917159763313609,5.92
2520,507,25.0,0.04930966469428008,4.93
5090,506,49.0,0.09683794466403162,9.68
1785,505,46.0,0.09108910891089109,9.11
2124,505,62.0,0.12277227722772277,12.28
150,504,29.0,0.057539682539682536,5.75
1798,503,29.0,0.05765407554671968,5.77
483,502,67.0,0.13346613545816732,13.35
6459,502,33.0,0.06573705179282868,6.57
2553,502,32.0,0.06374501992031872,6.37
3101,502,42.0,0.08366533864541832,8.37
6791,502,29.0,0.05776892430278884,5.78
1374,501,21.0,0.041916167664670656,4.19
1769,501,48.0,0.09580838323353294,9.58
4285,500,30.0,0.06,6.0
5197,498,54.0,0.10843373493975904,10.84
1019,498,78.0,0.1566265060240964,15.66
1011,497,23.0,0.04627766599597585,4.63
4059,497,55.0,0.11066398390342053,11.07
3075,496,46.0,0.09274193548387097,9.27
2660,496,33.0,0.06653225806451613,6.65
3477,495,33.0,0.06666666666666667,6.67
2974,495,56.0,0.11313131313131314,11.31
6149,494,36.0,0.0728744939271255,7.29
4479,494,33.0,0.06680161943319839,6.68
5686,492,24.0,0.04878048780487805,4.88
947,489,19.0,0.03885480572597137,3.89
6092,489,70.0,0.14314928425357873,14.31
5220,489,39.0,0.07975460122699386,7.98
3061,488,38.0,0.0778688524590164,7.79
4924,488,25.0,0.05122950819672131,5.12
5762,487,41.0,0.08418891170431211,8.42
2729,487,48.0,0.09856262833675565,9.86
5669,487,24.0,0.049281314168377825,4.93
1571,486,38.0,0.07818930041152264,7.82
6919,484,23.0,0.047520661157024795,4.75
3831,483,37.0,0.07660455486542443,7.66
2150,482,47.0,0.0975103734439834,9.75
3126,481,48.0,0.0997920997920998,9.98
3090,479,31.0,0.06471816283924843,6.47
2835,479,33.0,0.06889352818371608,6.89
6825,477,42.0,0.0880503144654088,8.81
1676,477,31.0,0.0649895178197065,6.5
1436,475,36.0,0.07578947368421053,7.58
965,475,51.0,0.10736842105263159,10.74
4951,474,31.0,0.06540084388185655,6.54
4271,474,25.0,0.052742616033755275,5.27
4193,474,27.0,0.056962025316455694,5.7
1093,473,37.0,0.07822410147991543,7.82
4311,473,25.0,0.052854122621564484,5.29
3274,472,33.0,0.06991525423728813,6.99
6462,471,35.0,0.07430997876857749,7.43
1782,469,27.0,0.057569296375266525,5.76
4086,466,21.0,0.045064377682403435,4.51
6467,465,23.0,0.04946236559139785,4.95
4821,465,33.0,0.07096774193548387,7.1
5435,465,20.0,0.043010752688172046,4.3
4730,464,20.0,0.04310344827586207,4.31
6362,463,19.0,0.04103671706263499,4.1
1376,462,18.0,0.03896103896103896,3.9
1959,462,26.0,0.05627705627705628,5.63
3829,460,55.0,0.11956521739130435,11.96
1696,459,36.0,0.0784313725490196,7.84
2817,458,24.0,0.05240174672489083,5.24
3241,455,29.0,0.06373626373626373,6.37
6807,455,35.0,0.07692307692307693,7.69
2369,454,28.0,0.06167400881057269,6.17
2377,454,47.0,0.10352422907488987,10.35
6244,453,29.0,0.0640176600441501,6.4
6556,452,14.0,0.030973451327433628,3.1
3859,452,37.0,0.08185840707964602,8.19
4973,451,23.0,0.050997782705099776,5.1
5093,450,28.0,0.06222222222222222,6.22
878,450,37.0,0.08222222222222222,8.22
3299,450,17.0,0.03777777777777778,3.78
3417,449,35.0,0.0779510022271715,7.8
3772,448,32.0,0.07142857142857142,7.14
2995,447,38.0,0.08501118568232663,8.5
1833,444,34.0,0.07657657657657657,7.66
5816,444,11.0,0.024774774774774775,2.48
247,444,32.0,0.07207207207207207,7.21
767,443,26.0,0.05869074492099323,5.87
1704,443,27.0,0.060948081264108354,6.09
4642,442,18.0,0.04072398190045249,4.07
6732,442,31.0,0.07013574660633484,7.01
3610,442,78.0,0.17647058823529413,17.65
2302,441,29.0,0.06575963718820861,6.58
4459,441,29.0,0.06575963718820861,6.58
3461,441,29.0,0.06575963718820861,6.58
1359,440,21.0,0.04772727272727273,4.77
2008,438,20.0,0.045662100456621,4.57
3967,438,10.0,0.0228310502283105,2.28
4312,438,35.0,0.07990867579908675,7.99
4031,437,37.0,0.08466819221967964,8.47
1810,437,25.0,0.057208237986270026,5.72
4149,436,26.0,0.05963302752293578,5.96
4609,436,25.0,0.05733944954128441,5.73
4225,436,18.0,0.04128440366972477,4.13
6801,435,20.0,0.04597701149425287,4.6
2239,434,34.0,0.07834101382488479,7.83
5185,434,16.0,0.03686635944700461,3.69
2043,434,21.0,0.04838709677419355,4.84
1939,434,15.0,0.03456221198156682,3.46
302,433,44.0,0.10161662817551963,10.16
5798,432,29.0,0.06712962962962964,6.71
3817,432,24.0,0.05555555555555555,5.56
6767,432,45.0,0.10416666666666667,10.42
6301,431,34.0,0.07888631090487239,7.89
1247,431,30.0,0.06960556844547564,6.96
3876,430,21.0,0.04883720930232558,4.88
329,429,22.0,0.05128205128205128,5.13
3403,427,50.0,0.117096018735363,11.71
4591,427,35.0,0.08196721311475409,8.2
4382,426,21.0,0.04929577464788732,4.93
1427,425,38.0,0.08941176470588236,8.94
833,424,27.0,0.06367924528301887,6.37
3751,423,24.0,0.05673758865248227,5.67
3729,422,26.0,0.061611374407582936,6.16
579,422,42.0,0.0995260663507109,9.95
534,421,24.0,0.057007125890736345,5.7
6957,420,48.0,0.11428571428571428,11.43
1314,420,17.0,0.04047619047619048,4.05
5391,420,13.0,0.030952380952380953,3.1
1838,419,63.0,0.15035799522673032,15.04
1297,419,26.0,0.06205250596658711,6.21
2682,417,32.0,0.07673860911270983,7.67
2403,417,22.0,0.05275779376498801,5.28
699,417,109.0,0.26139088729016785,26.14
2765,416,18.0,0.04326923076923077,4.33
5570,416,32.0,0.07692307692307693,7.69
1752,415,22.0,0.05301204819277108,5.3
3962,415,28.0,0.06746987951807229,6.75
4635,414,32.0,0.07729468599033816,7.73
3905,414,31.0,0.0748792270531401,7.49
3414,414,14.0,0.033816425120772944,3.38
4103,414,16.0,0.03864734299516908,3.86
2164,414,29.0,0.07004830917874397,7.0
2913,414,36.0,0.08695652173913043,8.7
1465,413,24.0,0.05811138014527845,5.81
4297,413,23.0,0.05569007263922518,5.57
2543,413,43.0,0.10411622276029056,10.41
3483,412,24.0,0.05825242718446602,5.83
5561,411,26.0,0.06326034063260341,6.33
2760,410,22.0,0.05365853658536585,5.37
1572,409,26.0,0.06356968215158924,6.36
438,409,59.0,0.14425427872860636,14.43
6084,409,20.0,0.0488997555012225,4.89
1714,409,27.0,0.06601466992665037,6.6
6344,409,12.0,0.029339853300733496,2.93
4197,408,45.0,0.11029411764705882,11.03
3827,407,89.0,0.21867321867321868,21.87
2089,407,27.0,0.06633906633906633,6.63
2365,406,18.0,0.04433497536945813,4.43
3894,405,27.0,0.06666666666666667,6.67
5654,405,57.0,0.14074074074074075,14.07
4981,405,17.0,0.04197530864197531,4.2
5130,405,30.0,0.07407407407407407,7.41
5387,405,52.0,0.12839506172839507,12.84
2353,404,17.0,0.04207920792079208,4.21
3367,404,24.0,0.0594059405940594,5.94
4281,403,27.0,0.06699751861042183,6.7
154,402,33.0,0.08208955223880597,8.21
3700,401,20.0,0.04987531172069826,4.99
6123,401,22.0,0.05486284289276808,5.49
26,400,6.0,0.015,1.5
5943,400,30.0,0.075,7.5
691,400,38.0,0.095,9.5
4780,399,14.0,0.03508771929824561,3.51
6648,399,50.0,0.12531328320802004,12.53
6660,398,11.0,0.02763819095477387,2.76
3521,397,30.0,0.07556675062972293,7.56
1549,397,13.0,0.0327455919395466,3.27
4009,397,17.0,0.042821158690176324,4.28
991,397,17.0,0.042821158690176324,4.28
5228,396,37.0,0.09343434343434344,9.34
2857,396,29.0,0.07323232323232323,7.32
1470,396,15.0,0.03787878787878788,3.79
2396,394,28.0,0.07106598984771574,7.11
2975,394,21.0,0.0532994923857868,5.33
2457,394,40.0,0.10152284263959391,10.15
1907,394,11.0,0.027918781725888325,2.79
1,394,43.0,0.10913705583756345,10.91
886,393,28.0,0.07124681933842239,7.12
5272,393,41.0,0.10432569974554708,10.43
1541,392,21.0,0.05357142857142857,5.36
3036,390,17.0,0.04358974358974359,4.36
4484,389,42.0,0.10796915167095116,10.8
5400,389,47.0,0.12082262210796915,12.08
3923,389,29.0,0.07455012853470437,7.46
4576,389,47.0,0.12082262210796915,12.08
1741,388,16.0,0.041237113402061855,4.12
2593,387,23.0,0.059431524547803614,5.94
6216,386,23.0,0.05958549222797927,5.96
4879,386,21.0,0.054404145077720206,5.44
2320,386,25.0,0.06476683937823834,6.48
1309,385,21.0,0.05454545454545454,5.45
2744,385,39.0,0.1012987012987013,10.13
3281,385,20.0,0.05194805194805195,5.19
3198,385,34.0,0.08831168831168831,8.83
3058,385,32.0,0.08311688311688312,8.31
1015,384,28.0,0.07291666666666667,7.29
1414,384,20.0,0.052083333333333336,5.21
18,384,14.0,0.036458333333333336,3.65
2503,384,54.0,0.140625,14.06
6096,383,20.0,0.05221932114882506,5.22
266,383,32.0,0.0835509138381201,8.36
914,383,20.0,0.05221932114882506,5.22
1174,382,24.0,0.06282722513089005,6.28
4739,382,21.0,0.0549738219895288,5.5
3942,382,30.0,0.07853403141361257,7.85
1935,381,26.0,0.06824146981627296,6.82
2438,381,20.0,0.05249343832020997,5.25
530,381,20.0,0.05249343832020997,5.25
1452,380,23.0,0.060526315789473685,6.05
6437,377,40.0,0.10610079575596817,10.61
6701,377,19.0,0.050397877984084884,5.04
4529,377,23.0,0.0610079575596817,6.1
891,377,31.0,0.08222811671087533,8.22
3284,375,22.0,0.058666666666666666,5.87
542,375,33.0,0.088,8.8
4341,374,16.0,0.0427807486631016,4.28
1402,374,16.0,0.0427807486631016,4.28
44,374,31.0,0.08288770053475936,8.29
5736,373,21.0,0.05630026809651475,5.63
1259,373,22.0,0.058981233243967826,5.9
4109,373,23.0,0.06166219839142091,6.17
3235,373,21.0,0.05630026809651475,5.63
6527,373,20.0,0.05361930294906166,5.36
4910,372,19.0,0.051075268817204304,5.11
2259,371,21.0,0.05660377358490566,5.66
6947,371,22.0,0.05929919137466307,5.93
1365,370,31.0,0.08378378378378379,8.38
6875,370,22.0,0.05945945945945946,5.95
2840,370,29.0,0.07837837837837838,7.84
2295,370,25.0,0.06756756756756757,6.76
1960,367,36.0,0.09809264305177112,9.81
2323,366,25.0,0.06830601092896176,6.83
1134,366,22.0,0.060109289617486336,6.01
4999,366,33.0,0.09016393442622951,9.02
386,366,23.0,0.06284153005464481,6.28
5915,366,21.0,0.05737704918032787,5.74
5674,365,25.0,0.0684931506849315,6.85
5364,364,17.0,0.046703296703296704,4.67
6126,363,19.0,0.05234159779614325,5.23
3026,363,23.0,0.06336088154269973,6.34
5267,363,21.0,0.05785123966942149,5.79
2696,363,31.0,0.08539944903581267,8.54
5720,362,26.0,0.0718232044198895,7.18
392,362,16.0,0.04419889502762431,4.42
1403,361,25.0,0.06925207756232687,6.93
3688,361,16.0,0.0443213296398892,4.43
4164,360,22.0,0.06111111111111111,6.11
5560,360,24.0,0.06666666666666667,6.67
1399,358,32.0,0.0893854748603352,8.94
6395,357,24.0,0.06722689075630252,6.72
2188,354,25.0,0.07062146892655367,7.06
6215,354,34.0,0.096045197740113,9.6
378,354,18.0,0.05084745762711865,5.08
739,353,26.0,0.07365439093484419,7.37
5852,352,26.0,0.07386363636363637,7.39
1105,352,42.0,0.11931818181818182,11.93
1518,352,23.0,0.06534090909090909,6.53
6872,351,22.0,0.06267806267806268,6.27
3726,351,22.0,0.06267806267806268,6.27
4950,350,22.0,0.06285714285714286,6.29
227,349,32.0,0.09169054441260745,9.17
4256,348,25.0,0.07183908045977011,7.18
2066,348,39.0,0.11206896551724138,11.21
63,348,49.0,0.14080459770114942,14.08
2882,348,17.0,0.04885057471264368,4.89
5520,348,35.0,0.10057471264367816,10.06
931,347,7.0,0.020172910662824207,2.02
3370,347,17.0,0.04899135446685879,4.9
1814,347,6.0,0.01729106628242075,1.73
3475,347,26.0,0.07492795389048991,7.49
5605,345,35.0,0.10144927536231885,10.14
331,345,10.0,0.028985507246376812,2.9
3513,344,38.0,0.11046511627906977,11.05
2003,344,14.0,0.040697674418604654,4.07
4222,344,23.0,0.06686046511627906,6.69
3590,344,27.0,0.07848837209302326,7.85
5363,344,10.0,0.029069767441860465,2.91
3383,343,16.0,0.04664723032069971,4.66
2016,343,28.0,0.08163265306122448,8.16
1083,342,17.0,0.049707602339181284,4.97
6782,341,23.0,0.06744868035190615,6.74
4238,340,42.0,0.12352941176470589,12.35
5401,340,23.0,0.06764705882352941,6.76
4792,339,21.0,0.061946902654867256,6.19
2375,339,9.0,0.02654867256637168,2.65
5366,338,19.0,0.05621301775147929,5.62
3196,338,15.0,0.04437869822485207,4.44
6851,338,23.0,0.06804733727810651,6.8
383,338,62.0,0.1834319526627219,18.34
5189,338,13.0,0.038461538461538464,3.85
5433,337,28.0,0.0830860534124629,8.31
6677,337,40.0,0.11869436201780416,11.87
5463,337,28.0,0.0830860534124629,8.31
6908,337,10.0,0.02967359050445104,2.97
6613,336,20.0,0.05952380952380952,5.95
3243,336,27.0,0.08035714285714286,8.04
4746,336,25.0,0.0744047619047619,7.44
1086,335,14.0,0.041791044776119404,4.18
337,335,31.0,0.09253731343283582,9.25
1137,335,33.0,0.09850746268656717,9.85
5168,334,25.0,0.0748502994011976,7.49
974,334,20.0,0.059880239520958084,5.99
571,334,42.0,0.12574850299401197,12.57
5397,333,18.0,0.05405405405405406,5.41
4194,333,29.0,0.08708708708708708,8.71
465,331,13.0,0.03927492447129909,3.93
3034,331,26.0,0.07854984894259819,7.85
678,330,12.0,0.03636363636363636,3.64
3881,330,39.0,0.11818181818181818,11.82
3246,329,20.0,0.060790273556231005,6.08
5966,329,12.0,0.0364741641337386,3.65
2237,329,20.0,0.060790273556231005,6.08
459,328,14.0,0.042682926829268296,4.27
5088,328,24.0,0.07317073170731707,7.32
228,327,49.0,0.14984709480122324,14.98
6787,327,26.0,0.07951070336391437,7.95
6769,327,14.0,0.04281345565749235,4.28
6956,326,33.0,0.10122699386503067,10.12
3924,326,26.0,0.07975460122699386,7.98
6628,326,20.0,0.06134969325153374,6.13
1034,326,19.0,0.05828220858895705,5.83
1114,325,13.0,0.04,4.0
6326,325,23.0,0.07076923076923076,7.08
3225,325,22.0,0.06769230769230769,6.77
893,324,27.0,0.08333333333333333,8.33
2680,324,16.0,0.04938271604938271,4.94
411,324,26.0,0.08024691358024691,8.02
1167,324,22.0,0.06790123456790123,6.79
6967,324,18.0,0.05555555555555555,5.56
5546,323,17.0,0.05263157894736842,5.26
251,321,19.0,0.059190031152647975,5.92
6048,321,29.0,0.09034267912772585,9.03
4313,321,14.0,0.04361370716510903,4.36
5077,321,21.0,0.06542056074766354,6.54
671,321,18.0,0.056074766355140186,5.61
6424,319,12.0,0.03761755485893417,3.76
174,319,15.0,0.047021943573667714,4.7
470,319,26.0,0.08150470219435736,8.15
5306,318,24.0,0.07547169811320754,7.55
1585,318,37.0,0.11635220125786164,11.64
6026,318,41.0,0.1289308176100629,12.89
5596,316,27.0,0.08544303797468354,8.54
5799,316,10.0,0.03164556962025317,3.16
4017,316,19.0,0.060126582278481014,6.01
455,316,50.0,0.15822784810126583,15.82
2022,315,21.0,0.06666666666666667,6.67
5186,315,23.0,0.07301587301587302,7.3
1466,315,23.0,0.07301587301587302,7.3
5454,314,8.0,0.025477707006369428,2.55
2655,313,11.0,0.03514376996805112,3.51
1637,313,25.0,0.07987220447284345,7.99
6739,313,12.0,0.038338658146964855,3.83
1378,312,18.0,0.057692307692307696,5.77
6416,312,19.0,0.060897435897435896,6.09
1317,310,23.0,0.07419354838709677,7.42
713,310,49.0,0.15806451612903225,15.81
39,310,24.0,0.07741935483870968,7.74
4682,309,14.0,0.045307443365695796,4.53
2427,308,22.0,0.07142857142857142,7.14
66,308,34.0,0.11038961038961038,11.04
679,308,20.0,0.06493506493506493,6.49
1435,308,20.0,0.06493506493506493,6.49
1426,308,9.0,0.02922077922077922,2.92
2117,307,49.0,0.15960912052117263,15.96
3278,307,21.0,0.06840390879478828,6.84
5343,307,11.0,0.035830618892508145,3.58
990,307,20.0,0.06514657980456026,6.51
2622,307,14.0,0.04560260586319218,4.56
6408,306,29.0,0.09477124183006536,9.48
2318,305,21.0,0.06885245901639345,6.89
2363,304,16.0,0.05263157894736842,5.26
6141,304,23.0,0.0756578947368421,7.57
401,304,13.0,0.04276315789473684,4.28
1647,304,16.0,0.05263157894736842,5.26
535,304,18.0,0.05921052631578947,5.92
2814,302,23.0,0.076158940397351,7.62
6305,301,20.0,0.0664451827242525,6.64
1457,300,16.0,0.05333333333333334,5.33
261,300,14.0,0.04666666666666667,4.67
256,300,13.0,0.043333333333333335,4.33
2322,300,24.0,0.08,8.0
1194,300,22.0,0.07333333333333333,7.33
563,299,16.0,0.05351170568561873,5.35
5515,299,17.0,0.056856187290969896,5.69
6684,298,9.0,0.030201342281879196,3.02
3499,298,36.0,0.12080536912751678,12.08
2789,298,14.0,0.04697986577181208,4.7
490,298,26.0,0.087248322147651,8.72
5685,298,18.0,0.06040268456375839,6.04
105,297,11.0,0.037037037037037035,3.7
6837,297,16.0,0.05387205387205387,5.39
3613,297,46.0,0.15488215488215487,15.49
2759,297,13.0,0.04377104377104377,4.38
1956,297,24.0,0.08080808080808081,8.08
6680,296,12.0,0.04054054054054054,4.05
1496,296,6.0,0.02027027027027027,2.03
4556,295,8.0,0.02711864406779661,2.71
5479,295,83.0,0.28135593220338984,28.14
1942,294,34.0,0.11564625850340136,11.56
444,294,19.0,0.06462585034013606,6.46
6966,294,20.0,0.06802721088435375,6.8
344,294,10.0,0.034013605442176874,3.4
4397,293,35.0,0.11945392491467577,11.95
3158,293,14.0,0.04778156996587031,4.78
4575,292,13.0,0.04452054794520548,4.45
1849,292,11.0,0.03767123287671233,3.77
6871,292,29.0,0.09931506849315068,9.93
3124,290,28.0,0.09655172413793103,9.66
538,290,15.0,0.05172413793103448,5.17
3214,290,16.0,0.05517241379310345,5.52
6579,290,22.0,0.07586206896551724,7.59
6675,289,18.0,0.06228373702422145,6.23
1262,289,25.0,0.08650519031141868,8.65
5420,289,23.0,0.07958477508650519,7.96
4445,289,13.0,0.04498269896193772,4.5
3204,287,28.0,0.0975609756097561,9.76
3142,286,18.0,0.06293706293706294,6.29
186,286,21.0,0.07342657342657342,7.34
5175,286,10.0,0.03496503496503497,3.5
908,285,20.0,0.07017543859649122,7.02
1653,285,22.0,0.07719298245614035,7.72
5352,285,26.0,0.0912280701754386,9.12
6110,284,9.0,0.03169014084507042,3.17
2811,284,15.0,0.0528169014084507,5.28
4078,283,24.0,0.08480565371024736,8.48
2467,283,10.0,0.0353356890459364,3.53
4363,283,20.0,0.0706713780918728,7.07
1605,283,10.0,0.0353356890459364,3.53
6770,283,13.0,0.045936395759717315,4.59
3011,282,8.0,0.028368794326241134,2.84
5815,282,16.0,0.05673758865248227,5.67
3811,282,28.0,0.09929078014184398,9.93
840,281,19.0,0.06761565836298933,6.76
4955,281,24.0,0.08540925266903915,8.54
3474,281,35.0,0.12455516014234876,12.46
4807,280,17.0,0.060714285714285714,6.07
4789,280,21.0,0.075,7.5
5166,279,32.0,0.11469534050179211,11.47
396,279,14.0,0.05017921146953405,5.02
2671,279,20.0,0.07168458781362007,7.17
4328,278,28.0,0.10071942446043165,10.07
6953,278,16.0,0.05755395683453238,5.76
2522,278,23.0,0.08273381294964029,8.27
2476,277,18.0,0.06498194945848375,6.5
5009,277,26.0,0.09386281588447654,9.39
2788,277,18.0,0.06498194945848375,6.5
1743,277,12.0,0.04332129963898917,4.33
1908,277,25.0,0.09025270758122744,9.03
6355,276,13.0,0.04710144927536232,4.71
1035,276,17.0,0.06159420289855073,6.16
5523,276,14.0,0.050724637681159424,5.07
827,276,13.0,0.04710144927536232,4.71
202,276,25.0,0.09057971014492754,9.06
427,275,11.0,0.04,4.0
4669,275,5.0,0.01818181818181818,1.82
5827,274,22.0,0.08029197080291971,8.03
4702,274,19.0,0.06934306569343066,6.93
4050,273,14.0,0.05128205128205128,5.13
82,273,13.0,0.047619047619047616,4.76
2952,273,13.0,0.047619047619047616,4.76
4729,272,9.0,0.03308823529411765,3.31
888,272,28.0,0.10294117647058823,10.29
2485,272,14.0,0.051470588235294115,5.15
6674,271,32.0,0.11808118081180811,11.81
2433,271,15.0,0.055350553505535055,5.54
4276,271,24.0,0.08856088560885608,8.86
628,271,11.0,0.04059040590405904,4.06
4188,270,11.0,0.040740740740740744,4.07
3189,270,14.0,0.05185185185185185,5.19
2040,270,21.0,0.07777777777777778,7.78
4049,269,12.0,0.04460966542750929,4.46
6580,269,17.0,0.06319702602230483,6.32
6552,269,17.0,0.06319702602230483,6.32
5117,268,15.0,0.055970149253731345,5.6
6841,268,12.0,0.04477611940298507,4.48
849,268,15.0,0.055970149253731345,5.6
3795,267,31.0,0.11610486891385768,11.61
721,267,25.0,0.09363295880149813,9.36
4696,266,12.0,0.045112781954887216,4.51
5760,266,13.0,0.04887218045112782,4.89
6190,266,31.0,0.11654135338345864,11.65
1178,265,16.0,0.06037735849056604,6.04
6758,265,17.0,0.06415094339622641,6.42
128,264,17.0,0.06439393939393939,6.44
1188,264,12.0,0.045454545454545456,4.55
6777,263,12.0,0.045627376425855515,4.56
5066,263,16.0,0.060836501901140684,6.08
2869,263,13.0,0.049429657794676805,4.94
5136,262,20.0,0.07633587786259542,7.63
3706,262,66.0,0.25190839694656486,25.19
5193,262,7.0,0.026717557251908396,2.67
6134,261,12.0,0.04597701149425287,4.6
5984,260,16.0,0.06153846153846154,6.15
3682,260,7.0,0.026923076923076925,2.69
6400,260,30.0,0.11538461538461539,11.54
4022,260,7.0,0.026923076923076925,2.69
3271,260,13.0,0.05,5.0
2829,260,6.0,0.023076923076923078,2.31
6391,260,16.0,0.06153846153846154,6.15
915,259,18.0,0.0694980694980695,6.95
3272,259,15.0,0.05791505791505792,5.79
1617,259,16.0,0.06177606177606178,6.18
2906,259,7.0,0.02702702702702703,2.7
4180,258,30.0,0.11627906976744186,11.63
4051,258,10.0,0.03875968992248062,3.88
2858,257,7.0,0.027237354085603113,2.72
825,257,12.0,0.04669260700389105,4.67
3437,256,25.0,0.09765625,9.77
6205,256,20.0,0.078125,7.81
1045,255,11.0,0.043137254901960784,4.31
1832,255,33.0,0.12941176470588237,12.94
6018,255,17.0,0.06666666666666667,6.67
2300,254,45.0,0.17716535433070865,17.72
4592,254,29.0,0.1141732283464567,11.42
4519,254,8.0,0.031496062992125984,3.15
5142,254,16.0,0.06299212598425197,6.3
5713,254,18.0,0.07086614173228346,7.09
4949,253,8.0,0.03162055335968379,3.16
3650,253,12.0,0.04743083003952569,4.74
4770,253,12.0,0.04743083003952569,4.74
1841,253,17.0,0.06719367588932806,6.72
5046,253,21.0,0.08300395256916997,8.3
2594,253,16.0,0.06324110671936758,6.32
5558,252,64.0,0.25396825396825395,25.4
570,252,46.0,0.18253968253968253,18.25
250,252,20.0,0.07936507936507936,7.94
1703,252,42.0,0.16666666666666666,16.67
5022,252,6.0,0.023809523809523808,2.38
1539,251,15.0,0.05976095617529881,5.98
692,251,17.0,0.06772908366533864,6.77
3577,251,44.0,0.1752988047808765,17.53
259,250,15.0,0.06,6.0
5992,250,18.0,0.072,7.2
2028,249,9.0,0.03614457831325301,3.61
1803,248,19.0,0.07661290322580645,7.66
941,247,16.0,0.06477732793522267,6.48
3705,247,12.0,0.048582995951417005,4.86
1689,247,27.0,0.10931174089068826,10.93
5844,247,11.0,0.044534412955465584,4.45
1646,246,8.0,0.032520325203252036,3.25
6258,246,18.0,0.07317073170731707,7.32
3769,246,20.0,0.08130081300813008,8.13
3130,246,19.0,0.07723577235772358,7.72
3877,245,28.0,0.11428571428571428,11.43
6560,245,44.0,0.17959183673469387,17.96
4094,244,18.0,0.07377049180327869,7.38
1545,244,15.0,0.06147540983606557,6.15
68,244,13.0,0.05327868852459016,5.33
3191,243,18.0,0.07407407407407407,7.41
6570,243,18.0,0.07407407407407407,7.41
6623,242,20.0,0.08264462809917356,8.26
6180,241,12.0,0.04979253112033195,4.98
3611,241,6.0,0.024896265560165973,2.49
3836,241,26.0,0.1078838174273859,10.79
3202,241,30.0,0.12448132780082988,12.45
3263,240,26.0,0.10833333333333334,10.83
6755,240,16.0,0.06666666666666667,6.67
874,240,8.0,0.03333333333333333,3.33
2497,239,19.0,0.0794979079497908,7.95
4866,239,12.0,0.0502092050209205,5.02
4182,238,16.0,0.06722689075630252,6.72
4939,238,25.0,0.10504201680672269,10.5
3917,238,35.0,0.14705882352941177,14.71
2149,238,8.0,0.03361344537815126,3.36
2025,238,25.0,0.10504201680672269,10.5
700,238,7.0,0.029411764705882353,2.94
4737,238,12.0,0.05042016806722689,5.04
792,238,8.0,0.03361344537815126,3.36
2329,237,15.0,0.06329113924050633,6.33
2464,237,14.0,0.05907172995780591,5.91
3931,237,26.0,0.10970464135021098,10.97
2986,236,12.0,0.05084745762711865,5.08
668,236,17.0,0.07203389830508475,7.2
6943,236,33.0,0.13983050847457626,13.98
1079,236,13.0,0.05508474576271186,5.51
5956,236,14.0,0.059322033898305086,5.93
4677,236,14.0,0.059322033898305086,5.93
4499,235,19.0,0.08085106382978724,8.09
6302,234,19.0,0.0811965811965812,8.12
1978,234,23.0,0.09829059829059829,9.83
1796,234,19.0,0.0811965811965812,8.12
3970,234,27.0,0.11538461538461539,11.54
1153,234,8.0,0.03418803418803419,3.42
919,233,19.0,0.0815450643776824,8.15
1456,233,20.0,0.08583690987124463,8.58
6368,233,16.0,0.06866952789699571,6.87
4826,233,7.0,0.030042918454935622,3.0
1318,233,12.0,0.05150214592274678,5.15
4492,233,13.0,0.055793991416309016,5.58
2637,232,12.0,0.05172413793103448,5.17
2707,232,18.0,0.07758620689655173,7.76
3525,232,11.0,0.04741379310344827,4.74
4214,231,9.0,0.03896103896103896,3.9
2733,230,17.0,0.07391304347826087,7.39
167,230,12.0,0.05217391304347826,5.22
3843,230,19.0,0.08260869565217391,8.26
